playerId,name,status,tm_id,tm_name,score,fields,tm_url,expected_club,tm_club
369449,Juancho Victoria,low_confidence,368635.0,Juancho Victoria,100.0,name,https://www.transfermarkt.com/juancho-victoria/profil/spieler/368635,Amora,CD Numancia
369567,Diogo Guedes Nunes,low_confidence,363778.0,Diogo Nunes,96.7,"name,age±1",https://www.transfermarkt.com/diogo-nunes/profil/spieler/363778,Felgueiras 1932,Leça FC
369570,Emmanuel Oti Essigba,low_confidence,355483.0,Emmanuel Oti,96.7,"name,age±1",https://www.transfermarkt.com/emmanuel-oti/profil/spieler/355483,Anadia,Without Club
369998,Thierno Niang,matched,366102.0,Thierno Niang,130.0,"name,age±1",https://www.transfermarkt.com/thierno-niang/profil/spieler/366102,São João Ver,Without Club
370367,Marcos Soares Elias Junior,low_confidence,487396.0,Marcos Júnior,80.0,"name,age±1",https://www.transfermarkt.com/marcos-junior/profil/spieler/487396,Fafe,Without Club
370494,Azougha Tembeng Abenego,no_match,,,,,,,
372424,Bernardo Pereira Silvano,low_confidence,484359.0,Benny,30.0,"name,age±1",https://www.transfermarkt.com/benny/profil/spieler/484359,Académica,SC Leiria e Marrazes
372976,Gabriel Souza,low_confidence,375770.0,Gabriel Souza,100.0,name,https://www.transfermarkt.com/gabriel-souza/profil/spieler/375770,Fafe,CD Tondela
373525,Fernando Miguel Marques Pedrosa,low_confidence,371843.0,Nando Pedrosa,50.0,"name,age±1",https://www.transfermarkt.com/nando-pedrosa/profil/spieler/371843,Oliveira Hospital,Mortágua FC
374801,Lucas Marques,low_confidence,375025.0,Lucas Marques,100.0,name,https://www.transfermarkt.com/lucas-marques/profil/spieler/375025,Vitória Setúbal,Londrina Esporte Clube (PR)
374928,Bruno Silva,low_confidence,33260.0,Bruno Silva,100.0,name,https://www.transfermarkt.com/bruno-silva/profil/spieler/33260,Felgueiras 1932,Retired
379113,João Bravim,low_confidence,700168.0,João Bravim,100.0,name,https://www.transfermarkt.com/joao-bravim/profil/spieler/700168,Alverca,UD Leiria
380916,Denis Emanuel Rodríguez,low_confidence,381347.0,Denis Rodríguez,96.7,"name,age±1",https://www.transfermarkt.com/denis-rodriguez/profil/spieler/381347,Amora,Leones de Rosario FC
382747,Antônio Carlos,low_confidence,31753.0,Antônio Carlos,100.0,name,https://www.transfermarkt.com/antonio-carlos/profil/spieler/31753,Canelas 2010,Retired
382951,Cassiano Borges Santana,matched,806981.0,Cassiano,138.3,"name,age±1,club:Lusitano Évora 1911",https://www.transfermarkt.com/cassiano/profil/spieler/806981,Lusitano Évora 1911,Associação Lusitano de Évora 1911
385641,Celso Casimiro Domingos,low_confidence,377237.0,Celsinho,30.0,"name,age±1",https://www.transfermarkt.com/celsinho/profil/spieler/377237,Moncarapachense,GD Lagoa
385644,Márcio Rosa,low_confidence,398048.0,Márcio Rosa,100.0,name,https://www.transfermarkt.com/marcio-rosa/profil/spieler/398048,Anadia,Montana
385647,Fernando Gabriel Silva Andrade,low_confidence,385588.0,Nandinho,105.0,"name,age±1,club:AD Marco 09",https://www.transfermarkt.com/nandinho/profil/spieler/385588,AD Marco 09,AD Marco 09
385648,Vieirinha,low_confidence,35247.0,Vieirinha,100.0,name,https://www.transfermarkt.com/vieirinha/profil/spieler/35247,São João Ver,Retired
